id,createdAt,updatedAt,pushedAt,diskUsage,isInOrganization,name,nameWithOwner,sshUrl,stargazerCount
MDEwOlJlcG9zaXRvcnk0NTY0NjY1NQ==,2015-11-05T23:34:28Z,2026-03-31T11:05:44Z,2026-04-27T10:52:05Z,27500,True,oneclient,onedata/oneclient,git@github.com:onedata/oneclient.git,12
MDEwOlJlcG9zaXRvcnk0NTY0NjU5MA==,2015-11-05T23:32:54Z,2026-04-24T19:06:25Z,2026-04-27T10:52:19Z,14891,True,helpers,onedata/helpers,git@github.com:onedata/helpers.git,0
MDEwOlJlcG9zaXRvcnk0NTYxOTY4Mw==,2015-11-05T15:20:07Z,2026-04-04T01:28:39Z,2026-05-07T11:09:26Z,251745,True,dissolve,disorderedmaterials/dissolve,git@github.com:disorderedmaterials/dissolve.git,14
MDEwOlJlcG9zaXRvcnk0NTU2ODg5OQ==,2015-11-04T21:33:42Z,2026-05-06T17:21:25Z,2026-05-06T17:21:04Z,7516737,True,carmen_lcad,LCAD-UFES/carmen_lcad,git@github.com:LCAD-UFES/carmen_lcad.git,69
MDEwOlJlcG9zaXRvcnk0NTU1NDA4MA==,2015-11-04T17:04:28Z,2026-05-06T06:14:38Z,2026-04-27T22:23:03Z,49906,True,lci,uiuc-hpc/lci,git@github.com:uiuc-hpc/lci.git,33
MDEwOlJlcG9zaXRvcnk0NTM5MDMyNw==,2015-11-02T11:24:43Z,2026-05-06T03:13:31Z,2026-05-06T03:15:45Z,24518,True,dde-session-ui,linuxdeepin/dde-session-ui,git@github.com:linuxdeepin/dde-session-ui.git,36
MDEwOlJlcG9zaXRvcnk0NTI3NzA5Mg==,2015-10-30T21:20:04Z,2026-05-03T21:41:42Z,2026-05-03T21:41:38Z,1683,False,atracdenc,dcherednik/atracdenc,git@github.com:dcherednik/atracdenc.git,87
MDEwOlJlcG9zaXRvcnk0NDgzODk4OA==,2015-10-23T21:15:45Z,2026-05-05T13:01:48Z,2026-05-06T08:25:22Z,25182,True,swift-llbuild,swiftlang/swift-llbuild,git@github.com:swiftlang/swift-llbuild.git,1271
MDEwOlJlcG9zaXRvcnk0NDgxMTY1NQ==,2015-10-23T12:25:49Z,2026-05-05T13:33:10Z,2026-05-05T13:32:55Z,63058,True,hazelcast-cpp-client,hazelcast/hazelcast-cpp-client,git@github.com:hazelcast/hazelcast-cpp-client.git,90
MDEwOlJlcG9zaXRvcnk0NDc0ODUzMw==,2015-10-22T13:54:19Z,2026-05-05T00:15:53Z,2026-05-04T13:36:35Z,10588,True,remill,lifting-bits/remill,git@github.com:lifting-bits/remill.git,1691
MDEwOlJlcG9zaXRvcnk0NDUxODc3Ng==,2015-10-19T07:42:50Z,2026-04-29T10:37:52Z,2026-03-18T09:10:45Z,6147,True,velocypack,arangodb/velocypack,git@github.com:arangodb/velocypack.git,428
MDEwOlJlcG9zaXRvcnk0NDQ0Nzc2NA==,2015-10-17T17:43:29Z,2026-03-19T15:17:49Z,2026-04-03T16:18:31Z,26351,False,nedit-ng,eteran/nedit-ng,git@github.com:eteran/nedit-ng.git,99
MDEwOlJlcG9zaXRvcnk0NDM0MTUyMw==,2015-10-15T19:51:48Z,2026-05-07T08:31:01Z,2026-05-06T19:31:34Z,241815,True,vengi,vengi-voxel/vengi,git@github.com:vengi-voxel/vengi.git,1360
MDEwOlJlcG9zaXRvcnk0NDMyNTYxNw==,2015-10-15T15:06:59Z,2026-04-28T21:00:50Z,2026-04-14T14:39:20Z,29549,False,sacnview,docsteer/sacnview,git@github.com:docsteer/sacnview.git,134
MDEwOlJlcG9zaXRvcnk0NDI5MjcyNg==,2015-10-15T03:56:53Z,2026-05-02T13:58:34Z,2026-04-26T12:50:44Z,8779,True,DiligentTools,DiligentGraphics/DiligentTools,git@github.com:DiligentGraphics/DiligentTools.git,148
MDEwOlJlcG9zaXRvcnk0NDI5MjcxMg==,2015-10-15T03:56:34Z,2026-05-07T02:43:03Z,2026-05-07T02:42:59Z,47730,True,DiligentCore,DiligentGraphics/DiligentCore,git@github.com:DiligentGraphics/DiligentCore.git,737
MDEwOlJlcG9zaXRvcnk0MzkwOTYwNw==,2015-10-08T18:48:02Z,2026-05-07T07:37:57Z,2026-05-05T20:30:32Z,187554,True,rocBLAS,ROCm/rocBLAS,git@github.com:ROCm/rocBLAS.git,394
MDEwOlJlcG9zaXRvcnk0MzUzOTU2Nw==,2015-10-02T06:55:50Z,2026-04-17T22:33:30Z,2026-04-17T22:38:28Z,4367,False,telnetpp,KazDragon/telnetpp,git@github.com:KazDragon/telnetpp.git,70
MDEwOlJlcG9zaXRvcnk0MzI5NTMyOA==,2015-09-28T10:41:31Z,2026-05-07T10:58:33Z,2026-05-07T10:58:28Z,49432,False,halley,amzeratul/halley,git@github.com:amzeratul/halley.git,3823
MDEwOlJlcG9zaXRvcnk0MjkwMzU4OA==,2015-09-22T01:27:05Z,2026-03-14T03:25:33Z,2026-03-18T05:29:24Z,17511,False,Eureka,kingsamchen/Eureka,git@github.com:kingsamchen/Eureka.git,24
MDEwOlJlcG9zaXRvcnk0MjgyODU3NQ==,2015-09-20T20:33:45Z,2026-05-01T10:00:32Z,2026-05-01T10:00:30Z,16473,True,charls,team-charls/charls,git@github.com:team-charls/charls.git,209
MDEwOlJlcG9zaXRvcnk0Mjc2MzIwNQ==,2015-09-19T06:55:15Z,2026-03-17T10:07:15Z,2026-04-01T18:54:11Z,397698,True,lib_gdal,nextgis-borsch/lib_gdal,git@github.com:nextgis-borsch/lib_gdal.git,28
MDEwOlJlcG9zaXRvcnk0MjcyMzkyMQ==,2015-09-18T13:29:40Z,2026-05-07T01:46:00Z,2026-05-07T09:33:24Z,321301,True,kdevelop,KDE/kdevelop,git@github.com:KDE/kdevelop.git,577
MDEwOlJlcG9zaXRvcnk0MjcxODk3MA==,2015-09-18T11:52:17Z,2026-05-07T05:34:46Z,2026-05-07T05:34:42Z,8145916,True,kstars,KDE/kstars,git@github.com:KDE/kstars.git,267
MDEwOlJlcG9zaXRvcnk0MjY3OTU3Nw==,2015-09-17T20:14:22Z,2026-05-04T23:56:15Z,2026-05-06T16:55:01Z,96095,False,node-sqlserver-v8,TimelordUK/node-sqlserver-v8,git@github.com:TimelordUK/node-sqlserver-v8.git,151
MDEwOlJlcG9zaXRvcnk0MjQ2NzgzMA==,2015-09-14T18:14:23Z,2026-05-07T09:13:52Z,2026-05-06T18:39:09Z,26020,True,wabt,WebAssembly/wabt,git@github.com:WebAssembly/wabt.git,7971
MDEwOlJlcG9zaXRvcnk0MjQ1NDU4Mw==,2015-09-14T14:42:18Z,2026-04-24T16:28:45Z,2026-04-24T16:28:40Z,1570,True,cctz,google/cctz,git@github.com:google/cctz.git,647
MDEwOlJlcG9zaXRvcnk0MjEyMjQxMA==,2015-09-08T15:46:29Z,2026-05-01T04:06:04Z,2026-05-03T17:32:24Z,7856,True,OpenMAMA,finos/OpenMAMA,git@github.com:finos/OpenMAMA.git,175
MDEwOlJlcG9zaXRvcnk0MTczODA1OA==,2015-09-01T12:47:10Z,2026-04-21T15:45:35Z,2026-04-21T15:45:29Z,5022,True,kvqc2d,metno/kvqc2d,git@github.com:metno/kvqc2d.git,1
MDEwOlJlcG9zaXRvcnk0MTcxMjMzMg==,2015-09-01T02:29:37Z,2026-05-06T11:25:09Z,2026-04-15T02:59:34Z,129585,True,incubator-pegasus,apache/incubator-pegasus,git@github.com:apache/incubator-pegasus.git,2052
MDEwOlJlcG9zaXRvcnk0MTY5NzE4MA==,2015-08-31T19:52:51Z,2026-05-04T15:14:50Z,2026-03-25T14:38:46Z,6254,True,Mesh,plasma-umass/Mesh,git@github.com:plasma-umass/Mesh.git,1853
MDEwOlJlcG9zaXRvcnk0MTQzODA3OQ==,2015-08-26T16:57:40Z,2026-05-07T05:53:58Z,2026-05-07T02:15:10Z,2658019,True,Bforartists,Bforartists/Bforartists,git@github.com:Bforartists/Bforartists.git,738
MDEwOlJlcG9zaXRvcnk0MTMyNTI4Mg==,2015-08-24T20:24:55Z,2026-05-07T05:55:37Z,2026-05-07T11:40:48Z,130659,False,ozz-animation,guillaumeblanc/ozz-animation,git@github.com:guillaumeblanc/ozz-animation.git,2828
MDEwOlJlcG9zaXRvcnk0MTMxMzgzMg==,2015-08-24T16:17:08Z,2026-04-27T21:28:37Z,2026-04-27T21:28:31Z,147525,True,R3BRoot,R3BRootGroup/R3BRoot,git@github.com:R3BRootGroup/R3BRoot.git,21
MDEwOlJlcG9zaXRvcnk0MTE5MzUzNA==,2015-08-22T06:05:51Z,2026-05-07T07:53:04Z,2026-05-07T08:44:49Z,98354,True,bitfighter,bitfighter/bitfighter,git@github.com:bitfighter/bitfighter.git,82
MDEwOlJlcG9zaXRvcnk0MTA1MjA5MA==,2015-08-19T18:22:33Z,2026-04-18T10:10:35Z,2026-04-18T10:13:56Z,7559,False,terminalpp,KazDragon/terminalpp,git@github.com:KazDragon/terminalpp.git,80
MDEwOlJlcG9zaXRvcnk0MTAwNTc5NQ==,2015-08-19T01:11:19Z,2026-05-05T16:01:03Z,2026-03-24T17:59:58Z,1790,True,GSL,microsoft/GSL,git@github.com:microsoft/GSL.git,6672
MDEwOlJlcG9zaXRvcnk0MDk4OTU0MA==,2015-08-18T18:16:11Z,2026-05-07T09:43:32Z,2026-05-06T18:04:44Z,156325,True,pwsafe,pwsafe/pwsafe,git@github.com:pwsafe/pwsafe.git,849
MDEwOlJlcG9zaXRvcnk0MDYyMDc1OA==,2015-08-12T19:44:15Z,2026-05-05T02:41:36Z,2026-04-20T01:50:27Z,7828,True,pistache,pistacheio/pistache,git@github.com:pistacheio/pistache.git,3464
MDEwOlJlcG9zaXRvcnk0MDUwMDAzNw==,2015-08-10T18:53:54Z,2026-03-27T21:37:27Z,2026-03-27T21:37:21Z,5798,False,trn,LegalizeAdulthood/trn,git@github.com:LegalizeAdulthood/trn.git,4
MDEwOlJlcG9zaXRvcnk0MDQ1OTAzMQ==,2015-08-10T02:23:27Z,2026-03-26T06:30:26Z,2026-03-26T06:30:07Z,256543,False,NPLRuntime,LiXizhi/NPLRuntime,git@github.com:LiXizhi/NPLRuntime.git,272
MDEwOlJlcG9zaXRvcnk0MDI3NzEzMw==,2015-08-06T01:17:42Z,2026-05-06T04:03:23Z,2026-05-05T18:22:01Z,2665,True,shaderc,google/shaderc,git@github.com:google/shaderc.git,2138
MDEwOlJlcG9zaXRvcnkzOTg0MDkzMg==,2015-07-28T15:07:53Z,2026-05-07T11:34:24Z,2026-03-31T14:22:45Z,14135,True,googletest,google/googletest,git@github.com:google/googletest.git,38572
MDEwOlJlcG9zaXRvcnkzOTU5NDYzMA==,2015-07-23T21:41:38Z,2026-04-22T09:52:11Z,2026-03-31T16:11:38Z,45424,True,tora,tora-tool/tora,git@github.com:tora-tool/tora.git,294
MDEwOlJlcG9zaXRvcnkzOTM0OTMyMA==,2015-07-19T21:18:04Z,2026-05-01T10:53:32Z,2026-04-15T10:03:43Z,20809,False,QuickQanava,cneben/QuickQanava,git@github.com:cneben/QuickQanava.git,1352
MDEwOlJlcG9zaXRvcnkzOTI1NDc4MQ==,2015-07-17T13:12:33Z,2026-04-15T03:11:16Z,2026-03-20T04:28:49Z,18585,True,psopt,PSOPT/psopt,git@github.com:PSOPT/psopt.git,233
MDEwOlJlcG9zaXRvcnkzOTIyMDc5MQ==,2015-07-16T21:13:43Z,2026-04-29T14:25:01Z,2026-04-28T16:38:39Z,295356,True,six-library,ngageoint/six-library,git@github.com:ngageoint/six-library.git,78
MDEwOlJlcG9zaXRvcnkzODQ1MTg2OA==,2015-07-02T19:11:21Z,2026-05-05T20:26:06Z,2026-05-01T05:09:01Z,1183,True,llvm-cbe,JuliaHubOSS/llvm-cbe,git@github.com:JuliaHubOSS/llvm-cbe.git,961
MDEwOlJlcG9zaXRvcnkzODA2NDkzMg==,2015-06-25T17:54:39Z,2026-05-06T17:47:07Z,2026-05-06T21:44:30Z,79346,True,glslang,KhronosGroup/glslang,git@github.com:KhronosGroup/glslang.git,3505
MDEwOlJlcG9zaXRvcnkzODA1NDU4Nw==,2015-06-25T14:33:42Z,2026-04-14T15:26:12Z,2026-05-07T10:11:20Z,377165,True,3drepobouncer,3drepo/3drepobouncer,git@github.com:3drepo/3drepobouncer.git,30
MDEwOlJlcG9zaXRvcnkzODAyNTgwNw==,2015-06-25T03:31:41Z,2026-04-21T06:24:44Z,2026-04-07T05:00:44Z,1331806,True,phd2,OpenPHDGuiding/phd2,git@github.com:OpenPHDGuiding/phd2.git,289
MDEwOlJlcG9zaXRvcnkzNzg4ODU2NA==,2015-06-23T00:45:59Z,2026-04-30T16:17:13Z,2026-04-30T16:07:23Z,10301,True,Ember,EmberEmu/Ember,git@github.com:EmberEmu/Ember.git,69
MDEwOlJlcG9zaXRvcnkzNzczNTc1NQ==,2015-06-19T17:21:08Z,2026-05-07T04:08:26Z,2026-05-06T22:36:23Z,61643,True,LibrePCB,LibrePCB/LibrePCB,git@github.com:LibrePCB/LibrePCB.git,2893
MDEwOlJlcG9zaXRvcnkzNzUzNjMyMA==,2015-06-16T14:45:56Z,2026-05-07T09:16:07Z,2026-05-07T10:44:41Z,255003,True,Indigo,epam/Indigo,git@github.com:epam/Indigo.git,389
MDEwOlJlcG9zaXRvcnkzNzUwMDUwMQ==,2015-06-16T01:21:05Z,2026-05-06T18:50:04Z,2026-05-06T18:50:00Z,886,True,common_interfaces,ros2/common_interfaces,git@github.com:ros2/common_interfaces.git,355
MDEwOlJlcG9zaXRvcnkzNzQ0MDMzOA==,2015-06-15T03:00:29Z,2026-05-06T19:30:39Z,2026-04-24T17:27:45Z,5612,True,include-what-you-use,include-what-you-use/include-what-you-use,git@github.com:include-what-you-use/include-what-you-use.git,4675
MDEwOlJlcG9zaXRvcnkzNzMzNjIxOA==,2015-06-12T17:51:42Z,2026-05-07T08:52:30Z,2026-05-06T16:21:14Z,51042,True,pharos,cmu-sei/pharos,git@github.com:cmu-sei/pharos.git,1690
MDEwOlJlcG9zaXRvcnkzNzIyODU2Mw==,2015-06-10T23:43:02Z,2026-05-06T18:27:46Z,2026-05-06T18:27:31Z,72259,True,visualboyadvance-m,visualboyadvance-m/visualboyadvance-m,git@github.com:visualboyadvance-m/visualboyadvance-m.git,3836
MDEwOlJlcG9zaXRvcnkzNjA3NzQwNA==,2015-05-22T14:45:28Z,2026-05-05T20:21:57Z,2026-04-17T08:31:12Z,108463,True,deepdetect,jolibrain/deepdetect,git@github.com:jolibrain/deepdetect.git,2549
MDEwOlJlcG9zaXRvcnkzNjA1NzI2MQ==,2015-05-22T07:00:08Z,2026-05-06T08:18:27Z,2026-05-04T19:41:38Z,306566,True,PROJ,OSGeo/PROJ,git@github.com:OSGeo/PROJ.git,1975
MDEwOlJlcG9zaXRvcnkzNTg4Njg2Ng==,2015-05-19T14:20:43Z,2026-04-18T13:09:44Z,2026-04-21T08:46:06Z,127346,True,Lumino,LuminoEngine/Lumino,git@github.com:LuminoEngine/Lumino.git,218
MDEwOlJlcG9zaXRvcnkzNTg3OTMwMw==,2015-05-19T11:56:47Z,2026-04-22T15:22:51Z,2026-04-22T15:22:48Z,2144,False,paradice9,KazDragon/paradice9,git@github.com:KazDragon/paradice9.git,8
MDEwOlJlcG9zaXRvcnkzNTc5OTIyMA==,2015-05-18T05:48:51Z,2026-04-30T04:01:39Z,2026-04-30T23:56:30Z,239726,True,plugin-GUI,open-ephys/plugin-GUI,git@github.com:open-ephys/plugin-GUI.git,233
MDEwOlJlcG9zaXRvcnkzNTUyNjcwMA==,2015-05-13T03:42:34Z,2026-04-29T06:26:54Z,2026-04-29T06:26:50Z,85092,True,rDSN,microsoft/rDSN,git@github.com:microsoft/rDSN.git,969
MDEwOlJlcG9zaXRvcnkzNTQ0MDQwNA==,2015-05-11T17:57:32Z,2026-05-06T20:09:14Z,2026-05-06T20:09:04Z,1109022,True,aws-sdk-cpp,aws/aws-sdk-cpp,git@github.com:aws/aws-sdk-cpp.git,2196
MDEwOlJlcG9zaXRvcnkzNTEyOTgwOQ==,2015-05-05T23:53:02Z,2026-05-07T09:08:41Z,2026-05-03T15:16:36Z,143581,True,transmission,transmission/transmission,git@github.com:transmission/transmission.git,14663
MDEwOlJlcG9zaXRvcnkzNDk5NTU5OA==,2015-05-03T18:09:38Z,2026-05-03T02:57:53Z,2026-05-05T14:54:04Z,279958,True,sneezymud,sneezymud/sneezymud,git@github.com:sneezymud/sneezymud.git,23
MDEwOlJlcG9zaXRvcnkzNDc5OTg4Mg==,2015-04-29T14:51:23Z,2026-05-07T09:57:20Z,2026-05-07T09:57:18Z,51103,True,astc-encoder,ARM-software/astc-encoder,git@github.com:ARM-software/astc-encoder.git,1261
MDEwOlJlcG9zaXRvcnkzNDA5NDI3MQ==,2015-04-17T03:23:18Z,2026-05-02T17:25:14Z,2026-05-04T18:35:24Z,104011,False,GOMC,GOMC-WSU/GOMC,git@github.com:GOMC-WSU/GOMC.git,87
MDEwOlJlcG9zaXRvcnkzNDAzMzc0MA==,2015-04-16T04:10:34Z,2026-05-07T00:39:09Z,2026-05-07T00:39:05Z,31166,True,libcellml,cellml/libcellml,git@github.com:cellml/libcellml.git,18
MDEwOlJlcG9zaXRvcnkzMzkwOTc5MA==,2015-04-14T03:58:42Z,2026-05-03T15:27:56Z,2026-05-07T05:28:36Z,825365,True,Vega-Strike-Engine-Source,vegastrike/Vega-Strike-Engine-Source,git@github.com:vegastrike/Vega-Strike-Engine-Source.git,354
MDEwOlJlcG9zaXRvcnkzMzY1NjUwOA==,2015-04-09T08:06:35Z,2026-03-06T20:11:34Z,2026-03-06T20:11:32Z,72556,False,osre,kimkulling/osre,git@github.com:kimkulling/osre.git,201
MDEwOlJlcG9zaXRvcnkzMzYzNDM1OQ==,2015-04-08T21:55:55Z,2026-05-06T21:02:21Z,2026-05-06T21:02:24Z,41519,True,kokkos,kokkos/kokkos,git@github.com:kokkos/kokkos.git,2527
MDEwOlJlcG9zaXRvcnkzMzMwMDk3Mw==,2015-04-02T09:34:58Z,2026-03-31T08:10:22Z,2026-03-30T06:34:04Z,29585,True,KENSv3,ANLAB-KAIST/KENSv3,git@github.com:ANLAB-KAIST/KENSv3.git,155
MDEwOlJlcG9zaXRvcnkzMzI5NDMxNw==,2015-04-02T07:00:05Z,2026-04-29T08:19:58Z,2026-03-23T10:05:37Z,49202,True,singa,apache/singa,git@github.com:apache/singa.git,3604
MDEwOlJlcG9zaXRvcnkzMzE1NzE2OQ==,2015-03-31T01:10:42Z,2026-05-06T15:26:17Z,2026-05-03T15:20:18Z,2198,True,cpr,libcpr/cpr,git@github.com:libcpr/cpr.git,7324
MDEwOlJlcG9zaXRvcnkzMzEwMDA2NA==,2015-03-30T02:52:32Z,2026-05-07T11:16:22Z,2026-04-20T18:00:39Z,5712,False,yaml-cpp,jbeder/yaml-cpp,git@github.com:jbeder/yaml-cpp.git,5911
MDEwOlJlcG9zaXRvcnkzMjkyMTczNg==,2015-03-26T10:46:17Z,2026-05-07T10:59:16Z,2026-05-06T18:58:56Z,394868,True,audacity,audacity/audacity,git@github.com:audacity/audacity.git,16923
MDEwOlJlcG9zaXRvcnkzMjY5ODQ2OQ==,2015-03-22T22:18:44Z,2026-05-06T17:46:15Z,2026-05-05T19:59:54Z,79256,False,cherrytree,giuspen/cherrytree,git@github.com:giuspen/cherrytree.git,3870
MDEwOlJlcG9zaXRvcnkzMjM1Njg2NA==,2015-03-16T22:30:15Z,2026-05-07T07:55:05Z,2026-04-27T20:57:34Z,1928,True,dmlc-core,dmlc/dmlc-core,git@github.com:dmlc/dmlc-core.git,878
MDEwOlJlcG9zaXRvcnkzMjMzOTEzOA==,2015-03-16T16:47:22Z,2026-05-03T11:07:50Z,2026-05-03T11:07:46Z,9519,False,dfglib,tc3t/dfglib,git@github.com:tc3t/dfglib.git,2
MDEwOlJlcG9zaXRvcnkzMjMyNTk3OQ==,2015-03-16T13:17:12Z,2026-04-03T12:03:40Z,2026-04-06T17:34:57Z,6514,True,tixi,DLR-SC/tixi,git@github.com:DLR-SC/tixi.git,40
MDEwOlJlcG9zaXRvcnkzMjI5MDI3OQ==,2015-03-15T23:35:40Z,2026-04-22T20:36:57Z,2026-05-05T02:42:18Z,1137,False,parafeed,sanbee/parafeed,git@github.com:sanbee/parafeed.git,3
MDEwOlJlcG9zaXRvcnkzMjEzMTc2NA==,2015-03-13T05:40:24Z,2026-05-05T22:44:26Z,2026-04-09T18:04:19Z,80196,True,pingus,Pingus/pingus,git@github.com:Pingus/pingus.git,209
MDEwOlJlcG9zaXRvcnkzMjEyNzA5MA==,2015-03-13T03:57:34Z,2026-05-01T14:47:09Z,2026-05-06T04:24:59Z,35721,True,Daemon,DaemonEngine/Daemon,git@github.com:DaemonEngine/Daemon.git,367
MDEwOlJlcG9zaXRvcnkzMjAzNjU2Mg==,2015-03-11T19:20:36Z,2026-05-02T15:35:45Z,2026-04-29T10:23:34Z,75649,True,odamex,odamex/odamex,git@github.com:odamex/odamex.git,271
MDEwOlJlcG9zaXRvcnkzMTkyNzQwNw==,2015-03-09T23:04:15Z,2026-05-07T08:14:21Z,2026-05-07T08:14:15Z,125624,True,fboss,facebook/fboss,org-69631@github.com:facebook/fboss.git,965
MDEwOlJlcG9zaXRvcnkzMTEwMjA5Mg==,2015-02-21T01:25:35Z,2026-05-06T17:20:12Z,2026-05-06T11:49:48Z,1305317,True,or-tools,google/or-tools,git@github.com:google/or-tools.git,13442
MDEwOlJlcG9zaXRvcnkzMDkyNTMxMQ==,2015-02-17T16:17:32Z,2026-05-06T14:44:37Z,2026-05-06T21:26:59Z,88641,True,trick,nasa/trick,git@github.com:nasa/trick.git,139
MDEwOlJlcG9zaXRvcnkzMDc1Mzk3MA==,2015-02-13T11:40:22Z,2026-05-04T15:14:27Z,2026-04-30T17:21:31Z,4569300,True,percona-xtrabackup,percona/percona-xtrabackup,git@github.com:percona/percona-xtrabackup.git,1520
MDEwOlJlcG9zaXRvcnkzMDc1MzkzNw==,2015-02-13T11:39:22Z,2026-05-05T11:05:45Z,2026-05-05T11:32:56Z,4976166,True,percona-xtradb-cluster,percona/percona-xtradb-cluster,git@github.com:percona/percona-xtradb-cluster.git,380
MDEwOlJlcG9zaXRvcnkzMDc1MzczMw==,2015-02-13T11:32:01Z,2026-05-06T08:57:24Z,2026-05-07T10:35:19Z,5050855,True,percona-server,percona/percona-server,git@github.com:percona/percona-server.git,1255
MDEwOlJlcG9zaXRvcnkzMDcyMDk1Mg==,2015-02-12T20:01:26Z,2026-05-04T21:49:52Z,2026-05-06T18:33:36Z,135308,True,OpenDDS,OpenDDS/OpenDDS,git@github.com:OpenDDS/OpenDDS.git,1499
MDEwOlJlcG9zaXRvcnkzMDU0MDMwOQ==,2015-02-09T14:43:18Z,2026-05-06T07:54:36Z,2026-03-11T18:33:40Z,22559,True,OpenNFS,OpenNFS/OpenNFS,git@github.com:OpenNFS/OpenNFS.git,772
MDEwOlJlcG9zaXRvcnkzMDQ3MDM2MA==,2015-02-07T21:10:11Z,2026-05-03T08:16:49Z,2026-05-03T00:05:04Z,4412,False,cpp-peglib,yhirose/cpp-peglib,git@github.com:yhirose/cpp-peglib.git,1038
MDEwOlJlcG9zaXRvcnkzMDIzNzI0Mw==,2015-02-03T10:22:09Z,2026-05-03T10:43:47Z,2026-05-03T10:44:35Z,8023,True,vision,roboticslab-uc3m/vision,git@github.com:roboticslab-uc3m/vision.git,12
MDEwOlJlcG9zaXRvcnkzMDIzNzA5MA==,2015-02-03T10:18:00Z,2026-05-03T10:55:12Z,2026-05-03T10:55:26Z,13312,True,yarp-devices,roboticslab-uc3m/yarp-devices,git@github.com:roboticslab-uc3m/yarp-devices.git,11
MDEwOlJlcG9zaXRvcnkzMDIzNjU4Ng==,2015-02-03T10:04:51Z,2026-05-03T10:55:35Z,2026-05-03T10:56:26Z,18883,True,kinematics-dynamics,roboticslab-uc3m/kinematics-dynamics,git@github.com:roboticslab-uc3m/kinematics-dynamics.git,27
MDEwOlJlcG9zaXRvcnkzMDIwOTY0MQ==,2015-02-02T21:29:47Z,2026-04-26T22:38:33Z,2026-04-26T10:04:31Z,3754,True,volk,gnuradio/volk,git@github.com:gnuradio/volk.git,653
MDEwOlJlcG9zaXRvcnkzMDE2NDAxMQ==,2015-02-01T23:43:19Z,2026-05-07T03:02:32Z,2026-05-07T03:02:27Z,19422,False,ericw-tools,ericwa/ericw-tools,git@github.com:ericwa/ericw-tools.git,463
